image,original,disease,area,grow,points
V006_77_1_07_04_02_13_1_3248b_20201216_55_a0005.jpg,V006_77_1_07_04_02_13_1_3248b_20201216_55.jpg,7,2,13,"[{'xtl': 522, 'ytl': 279, 'xbr': 1385, 'ybr': 1406}]"
V006_77_1_07_04_02_13_1_6135w_20201214_46_a0008.jpg,V006_77_1_07_04_02_13_1_6135w_20201214_46.jpg,7,2,13,"[{'xtl': 2200, 'ytl': 506, 'xbr': 2781, 'ybr': 1083}]"
V006_77_1_08_04_05_13_2_3248b_20201209_126_a0004.jpg,V006_77_1_08_04_05_13_2_3248b_20201209_126.jpg,8,5,13,"[{'xtl': 889, 'ytl': 638, 'xbr': 2361, 'ybr': 1360}]"
V006_77_1_07_04_02_12_1_3742w_20201126_15_a0003.jpg,V006_77_1_07_04_02_12_1_3742w_20201126_15.jpg,7,2,12,"[{'xtl': 1776, 'ytl': 653, 'xbr': 2799, 'ybr': 1699}]"
V006_77_1_08_04_03_13_2_3248b_20201202_49_a0006.jpg,V006_77_1_08_04_03_13_2_3248b_20201202_49.jpg,8,3,13,"[{'xtl': 144, 'ytl': 180, 'xbr': 2328, 'ybr': 2004}]"
V006_77_1_08_04_03_13_1_6135w_20201204_101_a0002.jpg,V006_77_1_08_04_03_13_1_6135w_20201204_101.jpg,8,3,13,"[{'xtl': 385, 'ytl': 702, 'xbr': 3047, 'ybr': 1907}]"
V006_77_1_07_04_02_13_1_3321w_20201219_122022_a0001.jpg,V006_77_1_07_04_02_13_1_3321w_20201219_122022.jpg,7,2,13,"[{'xtl': 1006, 'ytl': 1436, 'xbr': 1645, 'ybr': 2133}]"
V006_77_1_07_04_02_13_3_1886w_20201228_149_a0006.jpg,V006_77_1_07_04_02_13_3_1886w_20201228_149.jpg,7,2,13,"[{'xtl': 1626, 'ytl': 1720, 'xbr': 2834, 'ybr': 3508}]"
V006_77_1_07_04_02_13_1_3321w_20201222_62_a0007.jpg,V006_77_1_07_04_02_13_1_3321w_20201222_62.jpg,7,2,13,"[{'xtl': 340, 'ytl': 936, 'xbr': 2220, 'ybr': 2388}]"
V006_77_1_08_04_03_13_1_3321w_20201120_16_a0000.jpg,V006_77_1_08_04_03_13_1_3321w_20201120_16.jpg,8,3,13,"[{'xtl': 16, 'ytl': 501, 'xbr': 1697, 'ybr': 3430}]"
V006_77_1_07_04_02_13_1_4660w_20201120_10_a0007.jpg,V006_77_1_07_04_02_13_1_4660w_20201120_10.jpg,7,2,13,"[{'xtl': 225, 'ytl': 918, 'xbr': 960, 'ybr': 1523}]"
V006_77_1_08_04_03_13_2_2653w_20201210_154_a0005.jpg,V006_77_1_08_04_03_13_2_2653w_20201210_154.jpg,8,3,13,"[{'xtl': 552, 'ytl': 928, 'xbr': 3520, 'ybr': 2844}]"
V006_77_1_07_04_02_13_1_4660w_20201216_58_a0009.jpg,V006_77_1_07_04_02_13_1_4660w_20201216_58.jpg,7,2,13,"[{'xtl': 1737, 'ytl': 482, 'xbr': 2862, 'ybr': 1610}]"
V006_77_1_07_04_02_13_1_3248b_20201210_37_a0001.jpg,V006_77_1_07_04_02_13_1_3248b_20201210_37.jpg,7,2,13,"[{'xtl': 784, 'ytl': 1640, 'xbr': 2016, 'ybr': 3088}]"
V006_77_1_07_04_02_13_1_3248b_20201218_77_a0003.jpg,V006_77_1_07_04_02_13_1_3248b_20201218_77.jpg,7,2,13,"[{'xtl': 1096, 'ytl': 288, 'xbr': 2607, 'ybr': 1172}]"
V006_77_1_07_04_02_13_2_2653w_20201120_9_a0008.jpg,V006_77_1_07_04_02_13_2_2653w_20201120_9.jpg,8,2,13,"[{'xtl': 414, 'ytl': 1382, 'xbr': 1262, 'ybr': 2180}]"
V006_77_1_08_04_01_13_3_6135w_20201219_122410_a0000.jpg,V006_77_1_08_04_01_13_3_6135w_20201219_122410.jpg,8,1,13,"[{'xtl': 930, 'ytl': 1847, 'xbr': 1571, 'ybr': 2503}]"
V006_77_1_08_04_03_13_1_2653w_20201204_91_a0007.jpg,V006_77_1_08_04_03_13_1_2653w_20201204_91.jpg,8,3,13,"[{'xtl': 404, 'ytl': 25, 'xbr': 1853, 'ybr': 1159}]"
V006_77_1_07_04_02_13_1_3108w_20201229_108_a0008.jpg,V006_77_1_07_04_02_13_1_3108w_20201229_108.jpg,7,2,13,"[{'xtl': 0, 'ytl': 1964, 'xbr': 1412, 'ybr': 3248}]"
V006_77_1_08_04_02_13_1_3248b_20201123_24_a0002.jpg,V006_77_1_08_04_02_13_1_3248b_20201123_24.jpg,8,2,13,"[{'xtl': 517, 'ytl': 1544, 'xbr': 1580, 'ybr': 2468}]"
V006_77_1_07_04_02_13_1_4660w_20201228_102_a0009.jpg,V006_77_1_07_04_02_13_1_4660w_20201228_102.jpg,7,2,13,"[{'xtl': 320, 'ytl': 66, 'xbr': 1556, 'ybr': 3193}]"
V006_77_1_08_04_03_13_1_3248b_20201202_57_a0006.jpg,V006_77_1_08_04_03_13_1_3248b_20201202_57.jpg,8,3,13,"[{'xtl': 519, 'ytl': 804, 'xbr': 1241, 'ybr': 1455}]"
V006_77_1_07_04_02_13_2_2653w_20201120_8_a0009.jpg,V006_77_1_07_04_02_13_2_2653w_20201120_8.jpg,7,2,13,"[{'xtl': 838, 'ytl': 222, 'xbr': 1231, 'ybr': 784}]"
V006_77_1_07_04_02_13_1_3108w_20201228_101_a0009.jpg,V006_77_1_07_04_02_13_1_3108w_20201228_101.jpg,7,2,13,"[{'xtl': 1486, 'ytl': 833, 'xbr': 2546, 'ybr': 1860}]"
V006_77_1_08_04_03_13_1_3321w_20201118_10_a0004.jpg,V006_77_1_08_04_03_13_1_3321w_20201118_10.jpg,8,3,13,"[{'xtl': 905, 'ytl': 318, 'xbr': 1374, 'ybr': 1547}]"
V006_77_1_08_04_03_13_1_3108w_20201203_67_a0007.jpg,V006_77_1_08_04_03_13_1_3108w_20201203_67.jpg,8,3,13,"[{'xtl': 1233, 'ytl': 842, 'xbr': 2332, 'ybr': 1908}]"
V006_77_1_08_04_02_13_1_6135w_20201127_40_a0008.jpg,V006_77_1_08_04_02_13_1_6135w_20201127_40.jpg,8,2,13,"[{'xtl': 2016, 'ytl': 662, 'xbr': 2885, 'ybr': 1615}]"
V006_77_1_07_04_02_13_1_6135w_20201229_110_a0007.jpg,V006_77_1_07_04_02_13_1_6135w_20201229_110.jpg,7,2,13,"[{'xtl': 827, 'ytl': 1792, 'xbr': 1739, 'ybr': 2713}]"
V006_77_1_07_04_01_13_3_3321w_20201219_121844_a0002.jpg,V006_77_1_07_04_01_13_3_3321w_20201219_121844.jpg,7,1,13,"[{'xtl': 1416, 'ytl': 1151, 'xbr': 2176, 'ybr': 1837}]"
V006_77_1_08_04_03_12_1_3742w_20201126_29_a0000.jpg,V006_77_1_08_04_03_12_1_3742w_20201126_29.jpg,8,3,12,"[{'xtl': 571, 'ytl': 621, 'xbr': 3257, 'ybr': 2625}]"
V006_77_1_07_04_02_13_1_3321w_20201219_121716_a0008.jpg,V006_77_1_07_04_02_13_1_3321w_20201219_121716.jpg,7,2,13,"[{'xtl': 1732, 'ytl': 724, 'xbr': 2888, 'ybr': 1660}]"
V006_77_1_07_04_02_13_2_2653w_20210105_132_a0000.jpg,V006_77_1_07_04_02_13_2_2653w_20210105_132.jpg,7,2,13,"[{'xtl': 542, 'ytl': 1818, 'xbr': 1714, 'ybr': 2832}]"
V006_77_1_07_04_02_13_2_3321w_20201219_123017_a0002.jpg,V006_77_1_07_04_02_13_2_3321w_20201219_123017.jpg,7,2,13,"[{'xtl': 1628, 'ytl': 550, 'xbr': 2475, 'ybr': 1260}]"
V006_77_1_07_04_02_13_1_2653w_20201218_71_a0002.jpg,V006_77_1_07_04_02_13_1_2653w_20201218_71.jpg,7,2,13,"[{'xtl': 1859, 'ytl': 342, 'xbr': 2581, 'ybr': 742}]"
V006_77_1_07_04_02_13_2_1886w_20201218_55_a0009.jpg,V006_77_1_07_04_02_13_2_1886w_20201218_55.jpg,7,2,13,"[{'xtl': 1024, 'ytl': 393, 'xbr': 1530, 'ybr': 982}]"
V006_77_1_07_04_02_13_1_3248b_20210104_126_a0000.jpg,V006_77_1_07_04_02_13_1_3248b_20210104_126.jpg,7,2,13,"[{'xtl': 690, 'ytl': 1582, 'xbr': 1475, 'ybr': 2310}]"
V006_77_1_08_04_03_13_1_4660w_20201203_76_a0008.jpg,V006_77_1_08_04_03_13_1_4660w_20201203_76.jpg,8,3,13,"[{'xtl': 418, 'ytl': 35, 'xbr': 3011, 'ybr': 2748}]"
V006_77_1_07_04_02_13_1_4660w_20210105_132_a0006.jpg,V006_77_1_07_04_02_13_1_4660w_20210105_132.jpg,7,2,13,"[{'xtl': 2288, 'ytl': 347, 'xbr': 3650, 'ybr': 1836}]"
V006_77_1_08_04_03_13_1_1886w_20201203_64_a0003.jpg,V006_77_1_08_04_03_13_1_1886w_20201203_64.jpg,8,3,13,"[{'xtl': 908, 'ytl': 230, 'xbr': 1833, 'ybr': 1251}]"
V006_77_1_07_04_02_13_1_3248b_20201223_74_a0007.jpg,V006_77_1_07_04_02_13_1_3248b_20201223_74.jpg,7,2,13,"[{'xtl': 1359, 'ytl': 550, 'xbr': 1793, 'ybr': 1284}]"
V006_77_1_07_04_02_13_1_3321w_20210105_134_a0001.jpg,V006_77_1_07_04_02_13_1_3321w_20210105_134.jpg,7,2,13,"[{'xtl': 2464, 'ytl': 484, 'xbr': 3945, 'ybr': 1489}]"
V006_77_1_08_04_02_13_1_3742w_20201130_47_a0000.jpg,V006_77_1_08_04_02_13_1_3742w_20201130_47.jpg,8,2,13,"[{'xtl': 350, 'ytl': 257, 'xbr': 1959, 'ybr': 1693}]"
V006_77_1_07_04_02_13_2_4660w_20201214_45_a0009.jpg,V006_77_1_07_04_02_13_2_4660w_20201214_45.jpg,7,2,13,"[{'xtl': 77, 'ytl': 1055, 'xbr': 1891, 'ybr': 3235}]"
V006_77_1_07_04_02_12_1_3742w_20201202_21_a0000.jpg,V006_77_1_07_04_02_12_1_3742w_20201202_21.jpg,8,2,12,"[{'xtl': 423, 'ytl': 390, 'xbr': 1048, 'ybr': 1038}]"
V006_77_1_08_04_01_13_3_6135w_20201219_122544_a0001.jpg,V006_77_1_08_04_01_13_3_6135w_20201219_122544.jpg,8,1,13,"[{'xtl': 1319, 'ytl': 1241, 'xbr': 2090, 'ybr': 1821}]"
V006_77_1_07_04_02_13_3_1886w_20201210_32_a0008.jpg,V006_77_1_07_04_02_13_3_1886w_20201210_32.jpg,7,2,13,"[{'xtl': 715, 'ytl': 1164, 'xbr': 2086, 'ybr': 2283}]"
V006_77_1_07_04_02_13_1_3321w_20201209_28_a0008.jpg,V006_77_1_07_04_02_13_1_3321w_20201209_28.jpg,7,2,13,"[{'xtl': 827, 'ytl': 531, 'xbr': 1336, 'ybr': 1159}]"
V006_77_1_07_04_02_13_1_2653w_20201218_66_a0003.jpg,V006_77_1_07_04_02_13_1_2653w_20201218_66.jpg,7,2,13,"[{'xtl': 702, 'ytl': 687, 'xbr': 3061, 'ybr': 1908}]"
V006_77_1_07_04_01_13_3_6135w_20201202_25_a0008.jpg,V006_77_1_07_04_01_13_3_6135w_20201202_25.jpg,7,1,13,"[{'xtl': 791, 'ytl': 1331, 'xbr': 1527, 'ybr': 2164}]"
V006_77_1_07_04_05_13_2_3742w_20201218_60_a0005.jpg,V006_77_1_07_04_05_13_2_3742w_20201218_60.jpg,7,5,13,"[{'xtl': 643, 'ytl': 1703, 'xbr': 2164, 'ybr': 3653}]"
V006_77_1_08_04_03_12_3_6135w_20201116_2_a0006.jpg,V006_77_1_08_04_03_12_3_6135w_20201116_2.jpg,8,3,12,"[{'xtl': 300, 'ytl': 116, 'xbr': 618, 'ybr': 508}]"
V006_77_1_07_04_02_13_3_1886w_20201210_36_a0001.jpg,V006_77_1_07_04_02_13_3_1886w_20201210_36.jpg,7,2,13,"[{'xtl': 1678, 'ytl': 539, 'xbr': 2641, 'ybr': 1479}]"
V006_77_1_07_04_05_13_1_3108w_20201223_95_a0001.jpg,V006_77_1_07_04_05_13_1_3108w_20201223_95.jpg,7,5,13,"[{'xtl': 1169, 'ytl': 1720, 'xbr': 1303, 'ybr': 2183}]"
V006_77_1_07_04_01_13_3_3248b_20201209_35_a0007.jpg,V006_77_1_07_04_01_13_3_3248b_20201209_35.jpg,7,1,13,"[{'xtl': 672, 'ytl': 640, 'xbr': 970, 'ybr': 870}]"
V006_77_1_07_04_02_13_1_4660w_20201228_92_a0007.jpg,V006_77_1_07_04_02_13_1_4660w_20201228_92.jpg,7,2,13,"[{'xtl': 116, 'ytl': 2085, 'xbr': 1206, 'ybr': 3184}]"
V006_77_1_08_04_03_13_2_3108w_20201127_34_a0000.jpg,V006_77_1_08_04_03_13_2_3108w_20201127_34.jpg,8,3,13,"[{'xtl': 188, 'ytl': 464, 'xbr': 2256, 'ybr': 3116}]"
V006_77_1_08_04_03_13_2_3742w_20201210_157_a0006.jpg,V006_77_1_08_04_03_13_2_3742w_20201210_157.jpg,8,3,13,"[{'xtl': 100, 'ytl': 1052, 'xbr': 2604, 'ybr': 2368}]"
V006_77_1_07_04_01_13_1_3321w_20201229_119_a0003.jpg,V006_77_1_07_04_01_13_1_3321w_20201229_119.jpg,7,1,13,"[{'xtl': 1179, 'ytl': 636, 'xbr': 3188, 'ybr': 2612}]"
V006_77_1_07_04_02_13_1_2653w_20201218_71_a0009.jpg,V006_77_1_07_04_02_13_1_2653w_20201218_71.jpg,7,2,13,"[{'xtl': 1166, 'ytl': 1451, 'xbr': 1566, 'ybr': 2173}]"
V006_77_1_07_04_02_13_1_3108w_20210105_134_a0008.jpg,V006_77_1_07_04_02_13_1_3108w_20210105_134.jpg,7,2,13,"[{'xtl': 456, 'ytl': 0, 'xbr': 1534, 'ybr': 1742}]"
V006_77_1_07_04_02_13_1_3321w_20201218_61_a0003.jpg,V006_77_1_07_04_02_13_1_3321w_20201218_61.jpg,7,2,13,"[{'xtl': 1704, 'ytl': 990, 'xbr': 3309, 'ybr': 2403}]"
V006_77_1_07_04_02_13_1_6135w_20201209_29_a0003.jpg,V006_77_1_07_04_02_13_1_6135w_20201209_29.jpg,7,2,13,"[{'xtl': 115, 'ytl': 600, 'xbr': 1051, 'ybr': 1584}]"
V006_77_1_08_04_01_13_3_4660w_20201219_130032_a0008.jpg,V006_77_1_08_04_01_13_3_4660w_20201219_130032.jpg,8,1,13,"[{'xtl': 988, 'ytl': 1437, 'xbr': 1653, 'ybr': 2240}]"
V006_77_1_08_04_03_13_2_3321w_20201127_34_a0001.jpg,V006_77_1_08_04_03_13_2_3321w_20201127_34.jpg,8,3,13,"[{'xtl': 23, 'ytl': 535, 'xbr': 1908, 'ybr': 2761}]"
V006_77_1_07_04_02_13_3_1886w_20201118_3_a0002.jpg,V006_77_1_07_04_02_13_3_1886w_20201118_3.jpg,7,2,13,"[{'xtl': 692, 'ytl': 1028, 'xbr': 2608, 'ybr': 2480}]"
V006_77_1_08_04_03_13_2_1886w_20201203_70_a0001.jpg,V006_77_1_08_04_03_13_2_1886w_20201203_70.jpg,8,3,13,"[{'xtl': 832, 'ytl': 1328, 'xbr': 1948, 'ybr': 2880}]"
V006_77_1_07_04_02_13_3_3742w_20201219_124334_a0005.jpg,V006_77_1_07_04_02_13_3_3742w_20201219_124334.jpg,7,2,13,"[{'xtl': 605, 'ytl': 709, 'xbr': 2125, 'ybr': 2676}]"
V006_77_1_08_04_03_13_2_3108w_20201209_135_a0006.jpg,V006_77_1_08_04_03_13_2_3108w_20201209_135.jpg,8,3,13,"[{'xtl': 633, 'ytl': 735, 'xbr': 3813, 'ybr': 1971}]"
V006_77_1_07_04_02_13_1_3108w_20201202_22_a0004.jpg,V006_77_1_07_04_02_13_1_3108w_20201202_22.jpg,7,2,13,"[{'xtl': 626, 'ytl': 0, 'xbr': 2890, 'ybr': 1438}]"
V006_77_1_07_04_02_13_2_1886w_20210104_99_a0000.jpg,V006_77_1_07_04_02_13_2_1886w_20210104_99.jpg,7,2,13,"[{'xtl': 1092, 'ytl': 1272, 'xbr': 2876, 'ybr': 3152}]"
V006_77_1_07_04_02_13_3_3742w_20201219_132617_a0002.jpg,V006_77_1_07_04_02_13_3_3742w_20201219_132617.jpg,7,2,13,"[{'xtl': 849, 'ytl': 637, 'xbr': 2776, 'ybr': 1864}]"
V006_77_1_08_04_03_13_2_2653w_20201210_147_a0001.jpg,V006_77_1_08_04_03_13_2_2653w_20201210_147.jpg,8,3,13,"[{'xtl': 523, 'ytl': 900, 'xbr': 2424, 'ybr': 2652}]"
V006_77_1_08_04_03_13_1_3108w_20201126_31_a0006.jpg,V006_77_1_08_04_03_13_1_3108w_20201126_31.jpg,8,3,13,"[{'xtl': 1128, 'ytl': 39, 'xbr': 2592, 'ybr': 3604}]"
V006_77_1_08_04_03_13_1_3321w_20201203_62_a0003.jpg,V006_77_1_08_04_03_13_1_3321w_20201203_62.jpg,8,3,13,"[{'xtl': 256, 'ytl': 39, 'xbr': 2501, 'ybr': 3636}]"
V006_77_1_07_04_02_13_1_4660w_20201228_94_a0002.jpg,V006_77_1_07_04_02_13_1_4660w_20201228_94.jpg,7,2,13,"[{'xtl': 759, 'ytl': 2176, 'xbr': 1824, 'ybr': 3332}]"
V006_77_1_07_04_02_13_1_3321w_20201223_71_a0002.jpg,V006_77_1_07_04_02_13_1_3321w_20201223_71.jpg,7,2,13,"[{'xtl': 1408, 'ytl': 1555, 'xbr': 1808, 'ybr': 2112}]"
V006_77_1_08_04_03_13_1_2653w_20201126_30_a0001.jpg,V006_77_1_08_04_03_13_1_2653w_20201126_30.jpg,8,3,13,"[{'xtl': 163, 'ytl': 676, 'xbr': 2696, 'ybr': 3112}]"
V006_77_1_07_04_02_13_1_3321w_20210104_124_a0004.jpg,V006_77_1_07_04_02_13_1_3321w_20210104_124.jpg,7,2,13,"[{'xtl': 307, 'ytl': 1668, 'xbr': 1868, 'ybr': 2600}]"
V006_77_1_07_04_02_13_1_3108w_20201210_34_a0004.jpg,V006_77_1_07_04_02_13_1_3108w_20201210_34.jpg,7,2,13,"[{'xtl': 354, 'ytl': 523, 'xbr': 1517, 'ybr': 1592}]"
V006_77_1_08_04_03_13_1_3321w_20201204_91_a0007.jpg,V006_77_1_08_04_03_13_1_3321w_20201204_91.jpg,8,3,13,"[{'xtl': 320, 'ytl': 95, 'xbr': 1765, 'ybr': 1173}]"
V006_77_1_07_04_02_13_1_3248b_20201228_93_a0008.jpg,V006_77_1_07_04_02_13_1_3248b_20201228_93.jpg,7,2,13,"[{'xtl': 1124, 'ytl': 907, 'xbr': 2080, 'ybr': 2428}]"
V006_77_1_08_04_03_13_1_1886w_20201207_123_a0005.jpg,V006_77_1_08_04_03_13_1_1886w_20201207_123.jpg,8,3,13,"[{'xtl': 949, 'ytl': 727, 'xbr': 3023, 'ybr': 3036}]"
V006_77_1_08_04_03_13_1_3321w_20201203_64_a0000.jpg,V006_77_1_08_04_03_13_1_3321w_20201203_64.jpg,8,3,13,"[{'xtl': 1, 'ytl': 0, 'xbr': 2647, 'ybr': 1907}]"
V006_77_1_07_04_02_13_1_1886w_20201216_49_a0005.jpg,V006_77_1_07_04_02_13_1_1886w_20201216_49.jpg,7,2,13,"[{'xtl': 848, 'ytl': 980, 'xbr': 2124, 'ybr': 2032}]"
V006_77_1_07_04_05_13_1_6135w_20201209_141_a0009.jpg,V006_77_1_07_04_05_13_1_6135w_20201209_141.jpg,7,5,13,"[{'xtl': 1543, 'ytl': 962, 'xbr': 2088, 'ybr': 1706}]"
V006_77_1_08_04_03_13_1_1886w_20201120_20_a0003.jpg,V006_77_1_08_04_03_13_1_1886w_20201120_20.jpg,8,3,13,"[{'xtl': 0, 'ytl': 846, 'xbr': 1525, 'ybr': 2657}]"
V006_77_1_07_04_02_13_1_4660w_20201228_102_a0004.jpg,V006_77_1_07_04_02_13_1_4660w_20201228_102.jpg,7,2,13,"[{'xtl': 352, 'ytl': 839, 'xbr': 1588, 'ybr': 3965}]"
V006_77_1_07_04_02_13_2_4660w_20201118_4_a0005.jpg,V006_77_1_07_04_02_13_2_4660w_20201118_4.jpg,7,2,13,"[{'xtl': 567, 'ytl': 1658, 'xbr': 1689, 'ybr': 2642}]"
V006_77_1_08_04_05_12_2_3108w_20201116_6_a0007.jpg,V006_77_1_08_04_05_12_2_3108w_20201116_6.jpg,8,5,12,"[{'xtl': 363, 'ytl': 2004, 'xbr': 832, 'ybr': 2752}]"
V006_77_1_07_04_02_13_1_3108w_20210104_125_a0002.jpg,V006_77_1_07_04_02_13_1_3108w_20210104_125.jpg,7,2,13,"[{'xtl': 111, 'ytl': 870, 'xbr': 1687, 'ybr': 2429}]"
V006_77_1_07_04_02_13_2_2653w_20201229_106_a0009.jpg,V006_77_1_07_04_02_13_2_2653w_20201229_106.jpg,7,2,13,"[{'xtl': 57, 'ytl': 1648, 'xbr': 1001, 'ybr': 2679}]"
V006_77_1_07_04_01_13_3_3248b_20201219_132525_a0008.jpg,V006_77_1_07_04_01_13_3_3248b_20201219_132525.jpg,7,1,13,"[{'xtl': 756, 'ytl': 681, 'xbr': 2312, 'ybr': 2685}]"
V006_77_1_08_04_03_13_2_3248b_20201207_111_a0003.jpg,V006_77_1_08_04_03_13_2_3248b_20201207_111.jpg,8,3,13,"[{'xtl': 152, 'ytl': 697, 'xbr': 1902, 'ybr': 3352}]"
V006_77_1_08_04_01_13_3_3108w_20201219_124346_a0009.jpg,V006_77_1_08_04_01_13_3_3108w_20201219_124346.jpg,8,1,13,"[{'xtl': 2216, 'ytl': 778, 'xbr': 2774, 'ybr': 1612}]"
V006_77_1_08_04_03_13_1_6135w_20201123_25_a0009.jpg,V006_77_1_08_04_03_13_1_6135w_20201123_25.jpg,8,3,13,"[{'xtl': 669, 'ytl': 72, 'xbr': 2882, 'ybr': 2534}]"
V006_77_1_08_04_02_13_2_2653w_20201207_118_a0008.jpg,V006_77_1_08_04_02_13_2_2653w_20201207_118.jpg,8,2,13,"[{'xtl': 299, 'ytl': 8, 'xbr': 1340, 'ybr': 1008}]"
V006_77_1_08_04_03_12_2_3742w_20201116_3_a0006.jpg,V006_77_1_08_04_03_12_2_3742w_20201116_3.jpg,8,3,12,"[{'xtl': 636, 'ytl': 124, 'xbr': 3912, 'ybr': 2904}]"
V006_77_1_07_04_02_13_2_3742w_20201216_51_a0009.jpg,V006_77_1_07_04_02_13_2_3742w_20201216_51.jpg,7,2,13,"[{'xtl': 779, 'ytl': 10, 'xbr': 3487, 'ybr': 1535}]"
V006_77_1_07_04_02_13_1_3742w_20201218_53_a0007.jpg,V006_77_1_07_04_02_13_1_3742w_20201218_53.jpg,7,2,13,"[{'xtl': 1538, 'ytl': 163, 'xbr': 2507, 'ybr': 803}]"
V006_77_1_08_04_02_13_1_6135w_20201126_32_a0007.jpg,V006_77_1_08_04_02_13_1_6135w_20201126_32.jpg,8,2,13,"[{'xtl': 734, 'ytl': 1220, 'xbr': 1607, 'ybr': 2229}]"
V006_77_1_08_04_03_12_2_3742w_20201209_135_a0007.jpg,V006_77_1_08_04_03_12_2_3742w_20201209_135.jpg,8,3,12,"[{'xtl': 473, 'ytl': 577, 'xbr': 2064, 'ybr': 1420}]"
V006_77_1_08_04_03_12_3_3248b_20201116_2_a0001.jpg,V006_77_1_08_04_03_12_3_3248b_20201116_2.jpg,8,3,12,"[{'xtl': 234, 'ytl': 246, 'xbr': 863, 'ybr': 751}]"
V006_77_1_08_04_03_13_1_4660w_20201127_40_a0005.jpg,V006_77_1_08_04_03_13_1_4660w_20201127_40.jpg,8,3,13,"[{'xtl': 190, 'ytl': 652, 'xbr': 2734, 'ybr': 2285}]"
V006_77_1_07_04_05_13_1_3108w_20201223_85_a0005.jpg,V006_77_1_07_04_05_13_1_3108w_20201223_85.jpg,7,5,13,"[{'xtl': 1350, 'ytl': 1260, 'xbr': 1994, 'ybr': 1793}]"
V006_77_1_07_04_02_13_1_3248b_20201218_83_a0000.jpg,V006_77_1_07_04_02_13_1_3248b_20201218_83.jpg,7,2,13,"[{'xtl': 1556, 'ytl': 992, 'xbr': 3072, 'ybr': 1780}]"
V006_77_1_07_04_02_13_1_3742w_20201218_53_a0000.jpg,V006_77_1_07_04_02_13_1_3742w_20201218_53.jpg,7,2,13,"[{'xtl': 1538, 'ytl': 163, 'xbr': 2507, 'ybr': 803}]"
V006_77_1_08_04_03_13_2_3742w_20201210_150_a0004.jpg,V006_77_1_08_04_03_13_2_3742w_20201210_150.jpg,8,3,13,"[{'xtl': 868, 'ytl': 683, 'xbr': 2292, 'ybr': 2916}]"
V006_77_1_07_04_02_13_1_6135w_20201222_65_a0005.jpg,V006_77_1_07_04_02_13_1_6135w_20201222_65.jpg,7,2,13,"[{'xtl': 1246, 'ytl': 1202, 'xbr': 1908, 'ybr': 2351}]"
V006_77_1_07_04_05_13_1_3108w_20210104_127_a0006.jpg,V006_77_1_07_04_05_13_1_3108w_20210104_127.jpg,7,5,13,"[{'xtl': 946, 'ytl': 1171, 'xbr': 1484, 'ybr': 2158}]"
V006_77_1_07_04_02_13_2_3248b_20210105_128_a0006.jpg,V006_77_1_07_04_02_13_2_3248b_20210105_128.jpg,7,2,13,"[{'xtl': 1339, 'ytl': 7, 'xbr': 2838, 'ybr': 1428}]"
V006_77_1_08_04_03_13_1_1886w_20201204_86_a0003.jpg,V006_77_1_08_04_03_13_1_1886w_20201204_86.jpg,8,3,13,"[{'xtl': 1240, 'ytl': 997, 'xbr': 2691, 'ybr': 2939}]"
V006_77_1_08_04_03_13_1_4660w_20201130_47_a0002.jpg,V006_77_1_08_04_03_13_1_4660w_20201130_47.jpg,8,3,13,"[{'xtl': 96, 'ytl': 907, 'xbr': 1871, 'ybr': 3137}]"
V006_77_1_07_04_01_13_3_3108w_20201223_46_a0005.jpg,V006_77_1_07_04_01_13_3_3108w_20201223_46.jpg,7,1,13,"[{'xtl': 1668, 'ytl': 403, 'xbr': 2771, 'ybr': 1212}]"
V006_77_1_07_04_02_13_1_6135w_20201228_93_a0004.jpg,V006_77_1_07_04_02_13_1_6135w_20201228_93.jpg,7,2,13,"[{'xtl': 1787, 'ytl': 740, 'xbr': 2422, 'ybr': 1757}]"
V006_77_1_08_04_03_12_1_3742w_20201207_113_a0006.jpg,V006_77_1_08_04_03_12_1_3742w_20201207_113.jpg,8,3,12,"[{'xtl': 205, 'ytl': 320, 'xbr': 1359, 'ybr': 2057}]"
V006_77_1_07_04_02_13_1_1886w_20201218_60_a0004.jpg,V006_77_1_07_04_02_13_1_1886w_20201218_60.jpg,7,2,13,"[{'xtl': 357, 'ytl': 1404, 'xbr': 1460, 'ybr': 2616}]"
V006_77_1_08_04_03_13_1_6135w_20201203_77_a0006.jpg,V006_77_1_08_04_03_13_1_6135w_20201203_77.jpg,8,3,13,"[{'xtl': 1027, 'ytl': 190, 'xbr': 3073, 'ybr': 1896}]"
V006_77_1_08_04_03_13_1_2653w_20201118_7_a0009.jpg,V006_77_1_08_04_03_13_1_2653w_20201118_7.jpg,8,3,13,"[{'xtl': 2276, 'ytl': 1724, 'xbr': 3884, 'ybr': 3023}]"
V006_77_1_08_04_03_12_1_3742w_20201210_138_a0003.jpg,V006_77_1_08_04_03_12_1_3742w_20201210_138.jpg,8,3,12,"[{'xtl': 753, 'ytl': 92, 'xbr': 3024, 'ybr': 3220}]"
V006_77_1_08_04_03_13_2_2653w_20201204_86_a0005.jpg,V006_77_1_08_04_03_13_2_2653w_20201204_86.jpg,8,3,13,"[{'xtl': 324, 'ytl': 0, 'xbr': 3582, 'ybr': 1446}]"
